@RELATION RealFinal

@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE class {B,W}

@DATA
17,0,2,0,2,0.0,1,0,8,2,8,-1,0,0,0,0,0,-1,-1,0,B
15,0,2,0,4,0.0,3,0,6,2,6,-1,0,0,0,0,0,-1,-1,0,B
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
15,0,1,0,0,0.0,0,0,11,0,11,7220.0,4,2,1,6,1,6140.166666666667,19970602,2,W
14,0,2,0,0,0.0,0,0,7,0,7,86416.0,1,1,1,2,1,311.0,-1,13,W
17,0,1,0,0,0.0,0,0,13,0,13,80.0,2,1,1,4,1,73707.75,20071023,2,W
15,0,1,0,0,0.0,0,0,11,0,11,80.0,3,3,1,2,1,26710.0,20110123,2,W
14,0,1,0,0,0.0,0,0,10,0,10,-1,0,0,0,4,1,79142.25,20140904,0,W
17,0,1,0,0,0.0,0,0,12,0,12,14420.0,1,1,1,2,1,14404.0,20111113,9,W
15,0,2,0,7,0.0,5,0,6,4,3,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,8,0,8,86420.0,1,1,1,3,3,1411.0,-1,17,W
15,1,3,1,11,0.0,0,0,6,3,0,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,7,0.0,1,0,7,7,3,620.0,1,1,1,0,0,-1,20130527,2,B
14,0,1,0,0,0.0,0,0,10,0,10,3620.0,1,1,1,1,2,3617.0,19990212,22,W
10,0,1,0,0,0.0,0,0,6,0,6,80.0,1,1,1,4,1,73483.5,20031222,2,W
11,0,1,0,0,0.0,0,0,7,0,7,320.0,1,1,1,3,3,21810.333333333332,19920909,2,W
10,0,1,0,0,0.0,0,0,7,0,7,3620.0,1,1,2,4,3,42144.0,-1,9,W
12,0,1,0,0,0.0,0,0,8,0,8,28820.0,2,2,2,4,2,11578.25,-1,2,W
8,0,1,0,0,0.0,0,0,4,0,4,40.0,1,1,1,4,1,45709.0,19940307,2,W
19,0,1,0,0,0.0,0,0,15,0,15,3610.0,1,1,1,2,1,2833.5,19981213,2,W
11,0,1,0,0,0.0,0,0,7,0,7,40.0,1,1,1,6,2,51828.833333333336,-1,2,W
19,1,3,1,15,0.0,0,0,8,4,0,-1,0,0,0,0,0,-1,-1,0,B
9,0,2,0,0,0.0,0,0,3,0,3,19219.0,1,1,1,2,1,37042.0,-1,11,W
14,0,1,0,0,0.0,0,0,11,0,11,320.0,5,1,1,2,1,61979.0,-1,2,W
9,0,1,0,0,0.0,0,0,5,0,5,320.0,1,1,1,3,1,307.3333333333333,20100317,50,W
11,0,1,0,4,0.0,1,0,7,4,3,620.0,1,1,1,6,4,409.8333333333333,20150619,28,B
9,0,1,0,0,0.0,0,0,6,0,6,117.0,1,1,1,2,1,18641.0,-1,17,W
12,0,1,0,4,0.0,1,0,8,4,4,-1,0,0,0,0,0,-1,-1,0,B
15,0,1,0,0,0.0,0,0,12,0,12,10820.0,1,1,1,2,2,9647.0,-1,20,W
20,1,3,1,16,0.0,0,0,8,4,0,-1,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,86420.0,1,1,1,3,3,3604.3333333333335,20070629,2,W
15,0,1,0,0,0.0,0,0,11,0,11,1820.0,1,1,1,3,2,22667.333333333332,-1,2,W
10,0,1,0,0,0.0,0,0,6,0,6,14420.0,1,1,1,4,2,29905.75,19940301,5,W
13,0,1,0,0,0.0,0,0,9,0,9,3620.0,1,1,1,2,7,69548.0,20050221,8,W
12,0,1,0,0,0.0,0,0,9,0,9,200.0,1,1,1,3,1,261853.66666666666,-1,7,W
16,0,2,0,0,0.0,0,0,9,0,9,40.0,1,1,1,5,1,51478.0,-1,2,W
8,0,1,0,0,0.0,0,0,4,0,4,8949.0,1,1,1,2,2,10805.5,-1,2,W
15,0,1,0,0,0.0,0,0,11,0,11,86420.0,2,2,1,5,5,34757.8,20100123,2,W
10,0,1,0,0,0.0,0,0,6,0,6,310.0,1,1,1,4,2,122.5,19941228,43,W
14,0,1,0,0,0.0,0,0,10,0,10,38420.0,1,1,1,4,3,18451.25,19980813,2,W
15,0,1,0,0,0.0,0,0,11,0,11,86420.0,1,1,1,4,1,3617.25,20060405,2,W
8,0,1,0,0,0.0,0,0,5,0,5,70.0,1,1,1,4,1,83428.5,-1,2,W
8,0,1,0,0,0.0,0,0,4,0,4,320.0,1,1,1,4,1,110073.0,19951220,2,W
18,0,2,0,0,0.0,0,0,11,0,11,310.0,1,1,1,2,1,317.5,-1,16,W
10,0,1,0,0,0.0,0,0,6,0,6,320.0,1,1,1,3,1,10416.333333333334,20090107,9,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
13,0,2,0,4,0.0,1,0,5,4,5,-1,0,0,0,0,0,-1,-1,0,B
13,0,2,0,7,0.0,3,0,5,4,2,-1,0,0,0,0,0,-1,-1,0,B
9,0,2,0,0,0.0,0,0,3,0,3,-1,0,0,0,0,0,-1,-1,0,W
10,0,1,0,3,0.0,1,0,6,3,3,28820.0,1,1,1,4,2,74424.75,20141105,2,B
19,0,3,0,6,0.0,3,0,5,3,5,-1,0,0,0,0,0,-1,-1,0,B
12,0,1,0,0,0.0,0,0,8,0,8,668.0,1,1,1,4,1,10155.75,-1,9,W
13,0,1,0,0,0.0,0,0,9,0,9,320.0,1,1,1,4,1,58737.0,20120628,2,W
5,0,1,0,0,0.0,0,0,2,0,2,320.0,2,2,1,3,2,1611.0,-1,36,W
17,0,2,0,6,0.0,5,0,7,2,4,620.0,1,1,1,0,0,-1,-1,2,B
11,0,1,0,0,0.0,0,0,7,0,7,3620.0,1,1,1,2,1,3584.5,20000301,3,W
16,0,1,0,0,0.0,0,0,12,0,12,320.0,1,1,1,2,1,261.5,19960123,2,W
6,0,1,0,0,0.0,0,0,3,0,3,86420.0,1,1,1,4,1,48802.0,-1,46,W
16,0,1,0,0,0.0,0,0,12,0,12,620.0,1,1,1,2,7,49544.5,20090422,8,W
7,0,1,0,0,0.0,0,0,3,0,3,3620.0,1,1,1,2,1,15573.0,-1,2,W
10,0,1,0,6,0.0,1,0,6,6,3,375.0,1,1,1,2,3,127.0,20121112,1,B
11,0,1,0,0,0.0,0,0,7,0,7,2093.0,1,1,1,6,1,33715.5,20050209,2,W
13,0,1,0,0,0.0,0,0,9,0,9,1210.0,1,1,1,2,2,610.0,-1,2,W
10,0,1,0,0,0.0,0,0,6,0,6,80.0,1,1,1,8,2,58478.875,19970225,2,W
12,0,2,0,1,0.0,2,0,6,1,5,3620.0,1,1,1,2,1,56667.5,-1,51,W
13,0,1,0,0,0.0,0,0,9,0,9,3620.0,1,1,1,2,1,112125.0,20070304,5,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
5,0,1,0,0,0.0,0,0,2,0,2,920.0,1,1,1,2,2,1093.0,20070823,36,W
16,0,1,0,0,0.0,0,0,12,0,12,1820.0,1,1,1,5,4,715.6,-1,2,W
12,0,1,0,0,0.0,0,0,8,0,8,320.0,1,1,1,2,1,1990.5,19961125,2,W
9,0,2,0,0,0.0,0,0,3,0,3,86420.0,1,1,1,3,1,1812.3333333333333,-1,23,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
10,0,1,0,0,0.0,0,0,7,0,7,21620.0,1,1,1,4,3,2754.75,-1,4,W
16,0,1,1,0,0.0,0,0,12,0,6,320.0,1,1,1,2,1,609.0,20120613,20,W
17,0,1,0,2,0.0,2,0,13,2,11,3620.0,4,4,1,2,1,86471.5,20120712,2,W
10,0,1,0,0,0.0,0,0,6,0,6,86410.0,1,1,1,4,1,34720.25,-1,2,W
20,1,3,1,16,0.0,0,0,8,4,0,-1,0,0,0,0,0,-1,-1,0,B
5,0,1,0,0,0.0,0,0,2,0,2,140.0,2,2,1,2,2,3618.5,-1,6,W
13,0,1,0,0,0.0,0,0,9,0,9,620.0,1,1,1,4,4,9122.5,19990101,1,W
8,0,1,0,0,0.0,0,0,5,0,5,3620.0,1,1,1,2,1,3605.5,-1,6,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
16,0,2,0,3,0.0,1,0,7,3,7,-1,0,0,0,0,0,-1,-1,0,B
12,0,2,0,4,0.0,1,0,4,4,4,-1,0,0,0,0,0,-1,-1,0,B
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
14,0,1,0,0,0.0,0,0,10,0,10,75.0,1,1,1,4,1,58110.25,-1,2,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
16,0,2,0,0,0.0,0,0,9,0,9,80.0,2,2,1,4,1,55944.25,-1,2,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
14,0,1,0,0,0.0,0,0,11,0,11,320.0,1,1,1,3,1,308.6666666666667,-1,2,W
9,0,1,0,0,0.0,0,0,5,0,5,50.0,4,4,1,4,1,57015.0,20041215,2,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
15,0,1,0,0,0.0,0,0,11,0,11,316.0,2,2,1,2,1,42088.0,20080110,2,W
10,0,1,0,0,0.0,0,0,6,0,6,80.0,1,1,1,4,1,123349.0,19980421,2,W
17,0,1,0,0,0.0,0,0,13,0,13,105.0,2,1,1,2,1,528.5,20090612,2,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
19,0,1,0,0,0.0,0,0,15,0,15,110.0,4,1,1,6,1,47128.666666666664,20111218,2,W
14,0,2,0,3,0.0,1,0,6,3,6,1820.0,1,1,1,0,0,-1,-1,28,B
8,0,1,0,0,0.0,0,0,4,0,4,21620.0,1,1,1,4,1,30714.0,19960729,2,W
13,0,1,0,0,0.0,0,0,9,0,9,320.0,1,1,1,2,1,76541.5,20101106,2,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
13,0,2,0,8,0.0,3,0,5,4,2,-1,0,0,0,0,0,-1,-1,0,B
9,0,1,0,0,0.0,0,0,5,0,5,30.0,1,1,1,2,7,60558.0,20050916,8,W
15,0,1,0,0,0.0,0,0,11,0,11,-1,0,0,0,3,3,915.0,19970722,0,W
16,0,1,0,0,0.0,0,0,12,0,12,40.0,1,1,1,6,1,48574.5,20000809,2,W
13,0,1,0,0,0.0,0,0,10,0,10,40.0,2,1,1,5,2,47072.8,-1,2,W
11,0,1,0,0,0.0,0,0,7,0,7,75.0,1,1,1,3,4,35921.0,-1,2,W
23,0,1,0,4,0.0,1,0,19,4,15,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,8,0,8,3620.0,1,1,1,2,2,3617.5,-1,17,W
15,0,2,0,5,0.0,5,0,6,2,4,-1,0,0,0,0,0,-1,-1,0,B
19,0,3,0,3,0.0,1,0,6,3,6,-1,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,320.0,1,1,1,8,2,16969.625,19990611,2,W
13,0,1,0,0,0.0,0,0,9,0,9,80.0,1,1,1,4,1,74268.25,20060831,2,W
8,0,1,0,3,0.0,1,0,4,3,3,620.0,1,1,1,2,1,84954.0,20150407,2,B
16,0,1,1,1,0.0,2,0,12,1,6,3620.0,1,1,1,4,1,2621.25,20090518,2,W
10,0,1,0,0,0.0,0,0,6,0,6,1820.0,1,1,1,3,2,84079.0,19960104,4,W
18,0,1,0,0,0.0,0,0,14,0,14,46.0,1,1,1,3,2,24460.666666666668,20020425,2,W
6,0,1,0,0,0.0,0,0,3,0,3,80.0,2,1,1,4,1,62258.5,-1,4,W
9,0,1,0,0,0.0,0,0,5,0,5,30.0,1,1,1,2,9,86471.0,20060510,8,W
14,0,1,0,0,0.0,0,0,10,0,10,320.0,5,5,1,2,1,13757.5,-1,2,W
15,0,2,0,0,0.0,0,0,8,0,8,3620.0,1,1,1,2,1,3608.5,-1,52,W
8,0,1,0,0,0.0,0,0,5,0,5,86420.0,1,1,1,2,1,41568.5,-1,36,W
7,0,1,0,0,0.0,0,0,4,0,4,3620.0,3,3,1,5,3,261.0,-1,2,W
9,0,1,0,0,0.0,0,0,5,0,5,320.0,1,1,1,2,4,50396.5,19960205,2,W
10,0,1,0,0,0.0,0,0,6,0,6,50.0,3,2,1,6,3,23101.833333333332,19900312,2,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
15,0,2,0,6,0.0,5,0,6,2,4,-1,0,0,0,0,0,-1,-1,0,B
11,0,2,0,0,0.0,0,0,5,0,5,80.0,3,3,1,4,1,125469.0,-1,2,W
10,0,1,0,0,0.0,0,0,5,0,5,3620.0,1,1,1,3,1,3591.3333333333335,-1,2,W
14,0,1,0,0,0.0,0,0,10,0,10,80.0,1,1,1,4,1,70003.25,20030601,2,W
14,0,1,0,0,0.0,0,0,10,0,10,80.0,1,1,1,4,1,52992.5,20080607,2,W
9,0,1,0,0,0.0,0,0,5,0,5,620.0,1,1,1,2,7,54374.0,20110210,8,W
7,0,1,0,0,0.0,0,0,4,0,4,620.0,1,1,1,3,2,59034.666666666664,-1,11,W
9,0,1,0,0,0.0,0,0,5,0,5,620.0,1,1,1,2,1,2305.5,20100713,2,W
11,0,1,0,1,0.0,2,0,7,1,5,270.0,1,1,1,3,3,1530.3333333333333,20121003,2,W
9,0,1,0,3,0.0,1,0,5,3,3,620.0,1,1,1,2,1,88564.0,20130807,2,B
15,0,2,0,1,0.0,1,0,5,1,5,-1,0,0,0,0,0,-1,-1,0,B
18,0,1,0,0,0.0,0,0,14,0,14,1210.0,1,1,1,2,1,1218.5,20130429,34,W
6,0,1,0,1,0.0,2,0,3,1,2,320.0,2,2,1,2,1,16610.0,20130930,2,W
20,0,1,0,0,0.0,0,0,16,0,16,320.0,2,2,1,2,1,50003.0,20070619,2,W
10,0,1,0,0,0.0,0,0,6,0,6,86420.0,1,1,1,6,1,20102.5,20061020,2,W
6,0,1,0,0,0.0,0,0,3,0,3,3620.0,2,1,1,2,2,3617.5,20010914,33,W
9,0,1,0,3,0.0,1,0,5,3,3,30.0,1,1,1,2,7,104038.5,-1,28,B
12,0,2,0,0,0.0,0,0,5,0,5,80.0,1,1,1,4,1,80378.0,-1,2,W
12,0,1,0,0,0.0,0,0,8,0,8,620.0,3,1,1,4,2,54947.25,-1,2,W
7,0,1,0,2,0.0,1,0,4,2,2,-1,0,0,0,0,0,-1,-1,0,B
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,1,1,14420.0,-1,0,B
11,0,1,0,0,0.0,0,0,7,0,7,620.0,1,1,1,5,1,52339.6,20050526,2,W
11,1,3,0,8,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
9,0,1,0,0,0.0,0,0,6,0,6,3620.0,1,1,1,4,1,3151.25,-1,2,W
11,1,3,0,8,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
23,0,2,0,2,0.0,3,0,14,1,14,3620.0,1,1,1,0,0,-1,-1,4,B
12,0,1,0,0,0.0,0,0,8,0,8,3612.0,1,1,1,2,1,31176.5,20041228,4,W
15,0,2,0,6,0.0,7,0,6,2,3,-1,0,0,0,0,0,-1,-1,0,B
10,0,1,0,3,0.0,1,0,6,3,3,407.0,1,1,1,3,4,122207.66666666667,20140421,2,B
11,1,3,0,8,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
10,0,1,0,0,0.0,0,0,6,0,6,1820.0,1,1,1,2,1,3617.5,-1,2,W
14,0,1,0,0,0.0,0,0,10,0,10,12809.0,1,1,1,5,1,69491.8,-1,2,W
8,0,1,0,0,0.0,0,0,4,0,4,80.0,1,1,1,4,1,109522.0,19950103,2,W
11,0,1,0,1,0.0,2,0,7,1,3,884.0,2,2,1,2,1,47734.0,20051217,23,W
14,0,1,0,0,0.0,0,0,10,0,10,920.0,1,1,1,4,1,119404.75,20111202,2,W
15,0,2,0,0,0.0,0,0,8,0,8,80.0,2,2,1,4,1,83388.25,-1,2,W
16,0,2,0,4,0.0,1,0,7,4,7,21620.0,1,1,1,0,0,-1,-1,2,B
13,0,1,0,0,0.0,0,0,9,0,9,320.0,1,1,1,4,1,87385.25,19950812,2,W
10,0,2,0,0,0.0,0,0,3,0,3,14420.0,1,1,1,4,2,16738.0,-1,41,W
18,0,2,0,5,0.0,1,0,8,5,8,3620.0,1,1,1,0,0,-1,-1,2,B
10,0,1,0,0,0.0,0,0,6,0,6,620.0,1,1,2,2,1,1445.5,20140324,8,W
12,0,1,0,0,0.0,0,0,9,0,9,380.0,2,1,1,3,3,369.0,-1,53,W
14,0,1,0,0,0.0,0,0,10,0,10,14420.0,2,1,1,2,1,14412.0,20110110,20,W
19,0,1,0,0,0.0,0,0,15,0,15,1820.0,1,1,1,5,2,95.2,-1,7,W
11,0,1,0,0,0.0,0,0,8,0,8,3620.0,1,1,1,2,2,1534.0,-1,8,W
7,0,1,0,0,0.0,0,0,3,0,3,620.0,1,1,1,16,4,30899.1875,19980729,2,W
12,0,1,0,1,0.0,2,0,8,1,7,86420.0,1,1,1,2,1,47741.5,-1,20,W
13,0,1,0,4,0.0,1,0,9,4,5,-1,0,0,0,0,0,-1,-1,0,B
15,0,1,0,0,0.0,0,0,11,0,11,86420.0,1,1,1,4,1,21642.5,19990227,5,W
11,0,2,0,0,0.0,0,0,4,0,4,320.0,1,1,1,1,1,293.0,-1,8,W
11,0,1,0,0,0.0,0,0,7,0,7,315.0,2,2,1,2,1,77572.0,20091028,2,W
11,0,2,0,0,0.0,0,0,5,0,5,3620.0,1,1,1,2,1,3616.0,-1,26,W
11,0,1,0,0,0.0,0,0,8,0,8,10810.0,1,1,1,3,1,6011.666666666667,-1,6,W
11,0,1,0,0,0.0,0,0,7,0,7,86420.0,1,1,1,2,3,28874.0,20050110,4,W
12,0,1,0,0,0.0,0,0,8,0,8,320.0,1,1,1,2,1,1601.0,20120818,2,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,1,1,14420.0,-1,0,B
15,0,2,0,5,0.0,3,0,6,4,5,-1,0,0,0,0,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,5,0,5,79.0,1,1,1,4,1,56176.5,20060719,2,W
8,0,1,0,0,0.0,0,0,4,0,4,10810.0,1,1,1,3,2,10816.333333333334,20000926,34,W
14,0,1,0,0,0.0,0,0,10,0,10,86420.0,1,1,1,3,1,64835.666666666664,-1,20,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,5,0,5,3620.0,1,1,1,2,2,703.0,-1,11,W
18,0,1,1,0,0.0,0,0,14,0,7,-1,0,0,0,2,3,315.0,20141231,0,W
9,0,1,0,0,0.0,0,0,5,0,5,-1,0,0,0,6,3,21814.333333333332,-1,0,W
15,0,2,0,6,0.0,3,0,6,4,3,-1,0,0,0,0,0,-1,-1,0,B
6,0,1,0,0,0.0,0,0,3,0,3,40.0,1,1,1,6,2,60691.666666666664,19941216,4,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,1,1,14420.0,-1,0,B
10,0,1,1,0,0.0,0,0,6,0,3,1053.0,1,1,1,2,1,7220.0,-1,34,W
10,0,1,0,0,0.0,0,0,6,0,6,620.0,2,1,1,4,1,79239.0,-1,2,W
17,0,1,0,0,0.0,0,0,13,0,13,320.0,2,1,1,2,1,73914.0,20130223,2,W
6,0,1,0,0,0.0,0,0,3,0,3,80.0,1,1,1,4,1,82042.75,-1,2,W
13,0,1,0,1,0.0,2,0,9,1,7,28560.0,1,1,1,4,2,20410.25,20120310,2,W
23,0,2,0,0,0.0,0,0,9,0,9,4817.333333333333,2,1,1,1,1,3.0,-1,2,W
12,0,1,0,1,0.0,2,0,8,1,7,70.0,2,1,1,2,2,15763.5,20110131,37,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
20,0,2,0,5,0.0,1,0,8,5,7,-1,0,0,0,0,0,-1,-1,0,B
15,0,2,0,6,0.0,3,0,6,4,4,30.0,3,1,1,0,0,-1,-1,8,B
8,0,1,0,0,0.0,0,0,4,0,4,119.0,1,1,1,8,3,4907.375,19970528,2,W
12,0,1,0,0,0.0,0,0,9,0,9,320.0,1,1,1,3,3,36897.0,-1,4,W
15,0,2,0,5,0.0,1,0,6,5,6,-1,0,0,0,0,0,-1,-1,0,B
14,0,1,1,0,0.0,0,0,10,0,6,-1,0,0,0,2,3,85.0,20150106,0,W
9,0,2,0,0,0.0,0,0,3,0,3,1820.0,1,1,1,4,1,86413.75,-1,33,W
18,0,3,0,0,0.0,0,0,7,0,7,1420.0,2,2,1,1,1,303.0,-1,16,W
7,0,1,0,1,0.0,1,0,3,1,3,310.0,1,1,1,2,3,121.0,20130405,2,B
9,0,1,0,0,0.0,0,0,5,0,5,320.0,1,1,1,4,1,114302.75,20100621,2,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,1,10989.0,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,3620.0,1,1,1,2,2,1385.5,-1,2,W
11,0,1,0,7,0.0,1,0,7,7,3,620.0,4,4,1,2,7,122785.0,20100805,2,B
12,0,1,0,0,0.0,0,0,8,0,8,320.0,1,1,1,8,2,42099.0,20021102,2,W
15,0,1,0,0,0.0,0,0,11,0,11,-1,0,0,0,0,0,-1,20071211,0,W
15,0,1,0,0,0.0,0,0,11,0,11,21620.0,4,1,1,4,2,6214.5,20090127,12,W
11,0,1,0,0,0.0,0,0,7,0,7,7220.0,1,1,1,2,1,2072.0,19980225,2,W
18,0,3,0,7,0.0,3,0,6,4,3,-1,0,0,0,0,0,-1,-1,0,B
18,0,2,0,0,0.0,0,0,11,0,11,320.0,1,1,1,4,1,32297.5,-1,9,W
11,0,1,0,0,0.0,0,0,7,0,7,3620.0,2,2,1,6,1,54864.0,20081217,2,W
16,0,2,0,6,0.0,3,0,7,4,5,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,8,0,8,320.0,5,1,1,2,1,49194.0,-1,2,W
13,0,1,0,0,0.0,0,0,9,0,9,3620.0,1,1,1,2,1,3617.5,20060126,2,W
7,0,1,0,0,0.0,0,0,3,0,3,86420.0,1,1,1,2,1,18238.5,19920515,2,W
14,0,1,0,3,0.0,1,0,10,3,7,-1,0,0,0,0,0,-1,-1,0,B
16,0,2,0,0,0.0,0,0,10,0,10,80.0,1,1,1,4,1,103902.5,-1,2,W
14,0,1,0,0,0.0,0,0,10,0,10,320.0,1,1,1,6,1,11372.166666666666,20061016,2,W
15,0,1,0,0,0.0,0,0,11,0,11,80.0,1,1,1,4,1,114465.25,19990426,2,W
12,0,2,0,6,0.0,3,0,4,3,3,620.0,1,1,1,0,0,-1,-1,8,B
10,0,1,0,0,0.0,0,0,6,0,6,620.0,1,1,1,3,1,619.0,19980130,2,W
15,0,1,0,0,0.0,0,0,11,0,11,320.0,2,1,1,2,1,17492.5,-1,2,W
10,0,1,0,0,0.0,0,0,6,0,6,86420.0,1,1,1,4,1,34126.5,-1,54,W
13,0,2,0,0,0.0,0,0,6,0,6,84.0,1,1,1,3,2,208.33333333333334,-1,4,W
13,0,1,0,0,0.0,0,0,9,0,9,320.0,2,1,1,2,1,8635.5,20060114,2,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
12,0,1,0,0,0.0,0,0,8,0,8,320.0,2,1,1,2,1,38063.5,20100222,2,W
7,0,1,0,0,0.0,0,0,3,0,3,80.0,6,1,1,3,1,86407.66666666667,-1,2,W
9,0,1,1,3,0.0,1,0,5,3,3,-1,0,0,0,0,0,-1,-1,0,B
14,0,1,0,0,0.0,0,0,9,0,9,86420.0,1,1,1,4,1,86404.0,20070327,2,W
8,0,1,0,0,0.0,0,0,4,0,4,320.0,2,1,1,4,1,18660.0,19961218,2,W
19,0,1,0,0,0.0,0,0,15,0,15,3620.0,1,1,1,4,1,76.25,19991004,11,W
11,0,1,0,0,0.0,0,0,7,0,7,3615.0,2,1,1,2,1,3609.5,20100701,9,W
7,0,1,0,0,0.0,0,0,3,0,3,259220.0,2,1,1,3,2,77659.0,-1,2,W
11,0,1,0,0,0.0,0,0,7,0,7,80.0,1,1,1,5,3,48041.4,-1,2,W
16,0,2,0,0,0.0,0,0,9,0,9,320.0,1,1,1,2,1,62543.5,-1,41,W
8,0,1,0,0,0.0,0,0,5,0,5,200.0,3,3,3,5,1,63621.0,20130412,46,W
14,0,2,0,0,0.0,0,0,7,0,7,320.0,1,1,1,5,3,13801.2,-1,41,W
12,0,2,0,0,0.0,0,0,6,0,6,-1,0,0,0,4,2,3616.75,-1,0,W
11,0,1,0,0,0.0,0,0,7,0,7,1820.0,1,1,1,5,2,160.6,20050503,2,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
12,0,1,0,2,0.0,2,0,8,2,6,620.0,1,1,1,2,1,616.0,-1,2,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
13,0,3,0,2,0.0,1,0,4,2,4,-1,0,0,0,0,0,-1,-1,0,B
13,0,2,0,8,0.0,3,0,5,4,2,-1,0,0,0,0,0,-1,-1,0,B
13,0,2,0,6,0.0,5,0,5,3,2,-1,0,0,0,0,0,-1,-1,0,B
19,0,3,0,3,0.0,1,0,6,3,6,-1,0,0,0,0,0,-1,-1,0,B
15,0,2,0,6,0.0,5,0,6,4,3,-1,0,0,0,0,0,-1,-1,0,B
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,10,0,10,3620.0,1,1,1,4,2,316.25,-1,4,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,320.0,1,1,1,2,1,35164.0,20071027,18,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
9,0,1,0,0,0.0,0,0,5,0,5,70.0,1,1,1,4,1,88508.75,19950320,2,W
9,0,1,0,0,0.0,0,0,6,0,6,-1,0,0,0,3,2,7617.333333333333,-1,0,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
12,0,1,0,0,0.0,0,0,8,0,8,320.0,3,1,1,2,1,316.0,20070606,9,W
13,0,1,0,0,0.0,0,0,9,0,9,14420.0,1,1,2,2,1,14412.0,20041218,2,W
11,0,1,0,7,0.0,1,0,7,7,3,610.0,1,1,1,0,0,-1,20130527,2,B
12,0,1,0,0,0.0,0,0,8,0,8,40.0,1,1,1,10,4,36409.8,19990506,2,W
10,0,1,0,0,0.0,0,0,6,0,6,28820.0,1,1,1,2,1,46545.0,19981228,2,W
